name,osm_id,county,distance_miles,highway_type,surface,difficulty,ref,num_coordinates
Trail 1278185174,1278185174,Unknown,0.198,footway,unknown,unknown,,19
Trail 1326268366,1326268366,Unknown,0.198,footway,dirt,unknown,,14
Trail 453509870,453509870,Unknown,0.197,track,ground,grade5,,32
Trail 546690208,546690208,Unknown,0.197,path,unknown,unknown,,5
Trail 1110469134,1110469134,Unknown,0.197,track,unknown,unknown,,9
Glenns Creek Greenway,42151716,Unknown,0.196,path,asphalt,unknown,,25
Deerfield Connector,114869504,Unknown,0.196,path,ground,hiking,FS 335A,24
French Broad River Greenway West,689368005,Unknown,0.196,cycleway,asphalt,unknown,,17
Trail 691908153,691908153,Unknown,0.196,track,unknown,grade2,,26
Paint Creek Trail,991015633,Unknown,0.196,path,ground,unknown,TR 10,16
Trail 1305833544,1305833544,Unknown,0.196,footway,concrete,unknown,,31
Trail 627619143,627619143,Unknown,0.195,footway,unknown,unknown,,20
Trail 764143156,764143156,Unknown,0.195,path,ground,unknown,,19
Trail 965081713,965081713,Unknown,0.195,footway,unknown,unknown,,22
Trail 1110907389,1110907389,Unknown,0.195,track,unknown,unknown,,10
Trail 1240336836,1240336836,Unknown,0.195,footway,unknown,unknown,,25
Trail 16587068,16587068,Haywood,0.194,track,unknown,grade3,,12
Trail 16624392,16624392,Jackson,0.194,track,unknown,unknown,,7
Trail 398989168,398989168,Unknown,0.194,path,unknown,unknown,,10
Trail 965081726,965081726,Unknown,0.194,footway,grass,unknown,,20
Trail 972105618,972105618,Unknown,0.194,track,unknown,unknown,,13
Trail 1125880528,1125880528,Unknown,0.194,path,paved,unknown,,15
Short Cut Trail,1126587899,Unknown,0.194,path,dirt,unknown,,16
Trail 1196606280,1196606280,Unknown,0.194,track,unknown,unknown,,30
Trail 1297147210,1297147210,Unknown,0.194,footway,concrete,unknown,,15
Trail 1319867040,1319867040,Unknown,0.194,track,unknown,unknown,,20
Trail,16774292,Swain,0.193,footway,dirt,unknown,,9
Running Cedar Road,39799997,Unknown,0.193,track,ground,hiking,,16
Trail 590837927,590837927,Unknown,0.193,footway,unknown,unknown,,41
Oklawaha Greenway,813739675,Unknown,0.193,path,asphalt,unknown,,22
Trail 16589058,16589058,Unknown,0.192,track,unknown,grade2,FS 3526,19
Von Trapp Lane,694954970,Unknown,0.192,track,unknown,grade1,,36
Trail 957396586,957396586,Unknown,0.192,path,ground,unknown,,15
Lower Horse Creek Trail,977072726,Unknown,0.192,footway,unknown,unknown,TR 200,23
Trail 1239932597,1239932597,Unknown,0.192,footway,concrete,unknown,,20
Trail 1423677210,1423677210,Unknown,0.192,footway,unknown,unknown,,36
Shope Creek Road,16444678,Buncombe,0.191,track,unknown,grade1,,11
Estatoe Trail,166036035,Unknown,0.191,cycleway,ground,unknown,,19
Trail 482926010,482926010,Unknown,0.191,track,unknown,unknown,,16
Trail 965081721,965081721,Unknown,0.191,footway,asphalt,unknown,,25
Trail 1135260966,1135260966,Unknown,0.191,footway,unknown,unknown,,5
Trail 1176389650,1176389650,Unknown,0.191,track,unknown,unknown,,18
Trail 1232954861,1232954861,Unknown,0.191,track,unknown,unknown,,14
Trail 1389541629,1389541629,Unknown,0.191,path,unknown,unknown,,16
Trail 135266422,135266422,Unknown,0.19,track,ground,grade3,,14
Trail 504126063,504126063,Unknown,0.19,footway,unknown,unknown,,19
Trail 674265093,674265093,Unknown,0.19,track,unknown,grade4,,13
Trail 693923805,693923805,Unknown,0.19,path,asphalt,unknown,,27
Teaberry Lane,694475457,Unknown,0.19,track,unknown,grade3,,31
Paint Mountain Trail,991469987,Unknown,0.19,path,unknown,unknown,TR 7,11
